model,provider,question_id,passage_id,format,run,expected_answer,extracted_answer,is_correct,success,error,duration_seconds,input_tokens,output_tokens
claude-sonnet-4-5,anthropic,Q-290,P-033,abc,3,14,14,True,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-291,P-033,abc,3,F5,F4,False,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-292,P-033,abc,3,F3,F3,True,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-293,P-033,abc,3,1,1,True,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-294,P-033,abc,3,6,7,False,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-295,P-033,abc,3,3,6,False,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-296,P-033,abc,3,2,5,False,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-297,P-033,abc,3,0.5,0.5,True,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-298,P-034,abc,3,11,11,True,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-299,P-034,abc,3,2,2,True,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-300,P-034,abc,3,B4,B4,True,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-301,P-034,abc,3,F3,F2,False,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-302,P-034,abc,3,1.5,0.5,False,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-303,P-034,abc,3,3,3,True,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-304,P-034,abc,3,1,1,True,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-305,P-034,abc,3,2,2,True,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-306,P-034,abc,3,0.5,0.5,True,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-307,P-035,abc,3,4,4,True,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-308,P-035,abc,3,16,16,True,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-309,P-035,abc,3,Bb5,Bb4,False,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-310,P-035,abc,3,D3,D2,False,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-311,P-035,abc,3,1,1,True,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-312,P-035,abc,3,2,2,True,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-313,P-035,abc,3,15,16,False,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-314,P-035,abc,3,2,2,True,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-315,P-035,abc,3,1,1,True,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-316,P-036,abc,3,12,12,True,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-317,P-036,abc,3,10,10,True,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-318,P-036,abc,3,Gb5,Gb5,True,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-319,P-036,abc,3,Cb3,A2,False,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-320,P-036,abc,3,1.5,1,False,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-321,P-036,abc,3,5,6,False,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-322,P-036,abc,3,3,7,False,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-323,P-036,abc,3,0,1,False,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-324,P-036,abc,3,0.25,0.25,True,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-325,P-037,abc,3,7,7,True,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-326,P-037,abc,3,18,18,True,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-327,P-037,abc,3,G5,G4,False,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-328,P-037,abc,3,Bb2,B2,False,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-329,P-037,abc,3,1,1,True,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-330,P-037,abc,3,3,3,True,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-331,P-037,abc,3,0,0,True,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-332,P-037,abc,3,2,2,True,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-333,P-037,abc,3,1,1,True,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-334,P-038,abc,3,4,4,True,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-335,P-038,abc,3,8,8,True,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-336,P-038,abc,3,Db5,Db5,True,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-337,P-038,abc,3,A3,A2,False,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-338,P-038,abc,3,4,4,True,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-339,P-038,abc,3,4,4,True,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-340,P-038,abc,3,1,11,False,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-341,P-038,abc,3,0,0,True,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-342,P-038,abc,3,4,4,True,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-343,P-039,abc,3,4,4,True,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-344,P-039,abc,3,32,32,True,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-345,P-039,abc,3,Bb5,Bb5,True,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-346,P-039,abc,3,Bb2,Bb1,False,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-347,P-039,abc,3,2,2,True,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-348,P-039,abc,3,4,4,True,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-349,P-039,abc,3,14,13,False,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-350,P-039,abc,3,1,1,True,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-351,P-039,abc,3,1,1,True,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-352,P-040,abc,3,3,3,True,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-353,P-040,abc,3,6,6,True,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-354,P-040,abc,3,Ab4,Ab4,True,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-355,P-040,abc,3,D3,D2,False,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-356,P-040,abc,3,3,3,True,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-357,P-040,abc,3,3,3,True,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-358,P-040,abc,3,3,3,True,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-359,P-040,abc,3,0,0,True,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-360,P-040,abc,3,3,3,True,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-361,P-041,abc,3,5,5,True,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-362,P-041,abc,3,13,13,True,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-363,P-041,abc,3,G5,G5,True,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-364,P-041,abc,3,D4,D3,False,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-365,P-041,abc,3,1,1,True,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-366,P-041,abc,3,5,5,True,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-367,P-041,abc,3,2,2,True,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-368,P-041,abc,3,2,2,True,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-369,P-041,abc,3,1,1,True,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-379,P-042,abc,3,4,4,True,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-380,P-042,abc,3,6,6,True,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-381,P-042,abc,3,A5,A5,True,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-382,P-042,abc,3,D#4,D#3,False,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-383,P-042,abc,3,0.5,1,False,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-384,P-042,abc,3,3,3,True,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-385,P-042,abc,3,2,2,True,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-386,P-042,abc,3,2,2,True,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-387,P-042,abc,3,0.25,0.25,True,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-388,P-043,abc,3,5,5,True,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-389,P-043,abc,3,12,12,True,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-390,P-043,abc,3,B3,B3,True,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-391,P-043,abc,3,G#3,G2,False,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-392,P-043,abc,3,1,1,True,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-393,P-043,abc,3,3,4,False,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-394,P-043,abc,3,5,5,True,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-395,P-043,abc,3,0,0,True,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-396,P-043,abc,3,1,1,True,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-397,P-044,abc,3,4,4,True,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-398,P-044,abc,3,9,9,True,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-399,P-044,abc,3,C#5,C5,False,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-400,P-044,abc,3,A3,A2,False,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-401,P-044,abc,3,3,3,True,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-402,P-044,abc,3,4,4,True,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-403,P-044,abc,3,5,5,True,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-404,P-044,abc,3,0,0,True,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-405,P-044,abc,3,3,3,True,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-406,P-045,abc,3,5,5,True,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-407,P-045,abc,3,12,12,True,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-408,P-045,abc,3,F#4,F#4,True,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-409,P-045,abc,3,G3,G2,False,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-410,P-045,abc,3,0.75,0.75,True,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-411,P-045,abc,3,3,3,True,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-412,P-045,abc,3,15,3,False,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-413,P-045,abc,3,0,0,True,True,,0.0,,
claude-sonnet-4-5,anthropic,Q-414,P-045,abc,3,0.75,0.75,True,True,,0.0,,
gemini-3-pro-preview,google,Q-001,P-001,abc,1,16,16,True,True,,7.551480054855347,,
gemini-3-pro-preview,google,Q-002,P-001,abc,1,8,8,True,True,,18.696848154067993,,
gemini-3-pro-preview,google,Q-003,P-001,abc,1,F5,F4,False,True,,67.89638185501099,,
gemini-3-pro-preview,google,Q-004,P-001,abc,1,F4,F4,True,True,,99.46047830581665,,
gemini-3-pro-preview,google,Q-005,P-001,abc,1,1.5,1.5,True,True,,16.001232862472534,,
gemini-3-pro-preview,google,Q-006,P-001,abc,1,5,5,True,True,,6.112637281417847,,
gemini-3-pro-preview,google,Q-007,P-001,abc,1,1,1,True,True,,34.684903144836426,,
gemini-3-pro-preview,google,Q-008,P-001,abc,1,0,0,True,True,,6.606402158737183,,
gemini-3-pro-preview,google,Q-009,P-001,abc,1,0.25,0.25,True,True,,10.1382737159729,,
gemini-3-pro-preview,google,Q-010,P-002,abc,1,24,24,True,True,,27.95688796043396,,
gemini-3-pro-preview,google,Q-011,P-002,abc,1,2,2,True,True,,8.826178073883057,,
gemini-3-pro-preview,google,Q-012,P-002,abc,1,E5,E4,False,True,,85.35967016220093,,
gemini-3-pro-preview,google,Q-013,P-002,abc,1,F3,F3,True,True,,63.49546480178833,,
gemini-3-pro-preview,google,Q-014,P-002,abc,1,0.33,"response:
GenerateContentResponse(
    done=True,
    iterator=None,
    result=protos.GenerateContentResponse({
      ""candidates"": [
        {
          ""content"": {},
          ""finish_reason"": ""MAX_TOKENS"",
          ""index"": 0
        }
      ],
      ""usage_metadata"": {
        ""prompt_token_count"": 774,
        ""total_token_count"": 17157
      },
      ""model_version"": ""gemini-3-pro-preview""
    }),
)",False,True,,165.0451192855835,,
gemini-3-pro-preview,google,Q-015,P-002,abc,1,3,3,True,True,,7.309767723083496,,
gemini-3-pro-preview,google,Q-016,P-002,abc,1,2,2,True,True,,58.38674783706665,,
gemini-3-pro-preview,google,Q-017,P-002,abc,1,4,4,True,True,,38.521836042404175,,
gemini-3-pro-preview,google,Q-018,P-002,abc,1,0.33,0.33,True,True,,48.157591104507446,,
gemini-3-pro-preview,google,Q-019,P-003,abc,1,0,0,True,True,,4.719743013381958,,
gemini-3-pro-preview,google,Q-020,P-003,abc,1,1,1,True,True,,5.344505071640015,,
gemini-3-pro-preview,google,Q-021,P-003,abc,1,G5,G4,False,True,,45.057984828948975,,
gemini-3-pro-preview,google,Q-022,P-003,abc,1,N/A,N/A,True,True,,6.120380163192749,,
gemini-3-pro-preview,google,Q-023,P-003,abc,1,0.5,0.5,True,True,,9.945935010910034,,
gemini-3-pro-preview,google,Q-024,P-003,abc,1,N/A,0,False,True,,9.407724142074585,,
gemini-3-pro-preview,google,Q-025,P-003,abc,1,0,0,True,True,,54.496317863464355,,
gemini-3-pro-preview,google,Q-026,P-003,abc,1,3,3,True,True,,5.138588905334473,,
gemini-3-pro-preview,google,Q-027,P-003,abc,1,N/A,N/A,True,True,,8.34303593635559,,
gemini-3-pro-preview,google,Q-028,P-004,abc,1,6,6,True,True,,7.469182014465332,,
gemini-3-pro-preview,google,Q-029,P-004,abc,1,0,0,True,True,,6.8526411056518555,,
gemini-3-pro-preview,google,Q-030,P-004,abc,1,N/A,N/A,True,True,,6.985553741455078,,
gemini-3-pro-preview,google,Q-031,P-004,abc,1,C2,C2,True,True,,8.746364831924438,,
gemini-3-pro-preview,google,Q-032,P-004,abc,1,1,1,True,True,,6.573776006698608,,
gemini-3-pro-preview,google,Q-033,P-004,abc,1,3,3,True,True,,6.970353841781616,,
gemini-3-pro-preview,google,Q-034,P-004,abc,1,N/A,N/A,True,True,,6.486638069152832,,
gemini-3-pro-preview,google,Q-035,P-004,abc,1,1,1,True,True,,6.347700119018555,,
gemini-3-pro-preview,google,Q-036,P-004,abc,1,1,1,True,True,,9.531118869781494,,
gemini-3-pro-preview,google,Q-037,P-005,abc,1,3,3,True,True,,7.254181861877441,,
gemini-3-pro-preview,google,Q-038,P-005,abc,1,5,5,True,True,,21.10291624069214,,
gemini-3-pro-preview,google,Q-039,P-005,abc,1,Eb5,Eb5,True,True,,67.8090751171112,,
gemini-3-pro-preview,google,Q-040,P-005,abc,1,Eb4,Eb4,True,True,,81.73833227157593,,
gemini-3-pro-preview,google,Q-041,P-005,abc,1,2,2,True,True,,23.084219217300415,,
gemini-3-pro-preview,google,Q-042,P-005,abc,1,3,3,True,True,,7.273898124694824,,
gemini-3-pro-preview,google,Q-043,P-005,abc,1,3,3,True,True,,45.98454999923706,,
gemini-3-pro-preview,google,Q-044,P-005,abc,1,4,4,True,True,,16.639779090881348,,
gemini-3-pro-preview,google,Q-045,P-005,abc,1,1,1,True,True,,6.31575608253479,,
gemini-3-pro-preview,google,Q-046,P-006,abc,1,4,4,True,True,,5.992172956466675,,
gemini-3-pro-preview,google,Q-047,P-006,abc,1,6,6,True,True,,7.889559984207153,,
gemini-3-pro-preview,google,Q-048,P-006,abc,1,G4,G4,True,True,,6.821538686752319,,
gemini-3-pro-preview,google,Q-049,P-006,abc,1,A3,A2,False,True,,6.141528129577637,,
gemini-3-pro-preview,google,Q-050,P-006,abc,1,1,1,True,True,,6.999236106872559,,
gemini-3-pro-preview,google,Q-051,P-006,abc,1,4,4,True,True,,30.319556951522827,,
gemini-3-pro-preview,google,Q-052,P-006,abc,1,2,2,True,True,,88.2883529663086,,
gemini-3-pro-preview,google,Q-053,P-006,abc,1,0,0,True,True,,5.713430881500244,,
gemini-3-pro-preview,google,Q-054,P-006,abc,1,1,1,True,True,,7.814455986022949,,
gemini-3-pro-preview,google,Q-055,P-007,abc,1,9,9,True,True,,11.131102085113525,,
gemini-3-pro-preview,google,Q-056,P-007,abc,1,9,9,True,True,,6.3515660762786865,,
gemini-3-pro-preview,google,Q-057,P-007,abc,1,A4,A4,True,True,,28.629003047943115,,
gemini-3-pro-preview,google,Q-058,P-007,abc,1,A2,A2,True,True,,57.63471007347107,,
gemini-3-pro-preview,google,Q-059,P-007,abc,1,0.5,0.5,True,True,,22.565160989761353,,
gemini-3-pro-preview,google,Q-060,P-007,abc,1,6,6,True,True,,24.81811022758484,,
gemini-3-pro-preview,google,Q-061,P-007,abc,1,4,4,True,True,,32.35885691642761,,
gemini-3-pro-preview,google,Q-062,P-007,abc,1,2,2,True,True,,7.998794078826904,,
gemini-3-pro-preview,google,Q-063,P-007,abc,1,0.5,0.5,True,True,,8.12102484703064,,
gemini-3-pro-preview,google,Q-064,P-008,abc,1,2,2,True,True,,7.007541179656982,,
gemini-3-pro-preview,google,Q-065,P-008,abc,1,2,2,True,True,,4.860547065734863,,
gemini-3-pro-preview,google,Q-066,P-008,abc,1,Ab4,Ab4,True,True,,11.225669145584106,,
gemini-3-pro-preview,google,Q-067,P-008,abc,1,Bb2,Bb2,True,True,,17.222755193710327,,
gemini-3-pro-preview,google,Q-068,P-008,abc,1,0.5,0.5,True,True,,13.248048782348633,,
gemini-3-pro-preview,google,Q-069,P-008,abc,1,2,2,True,True,,6.3273890018463135,,
gemini-3-pro-preview,google,Q-070,P-008,abc,1,0,0,True,True,,53.39558410644531,,
gemini-3-pro-preview,google,Q-071,P-008,abc,1,4,4,True,True,,6.572258949279785,,
gemini-3-pro-preview,google,Q-072,P-008,abc,1,0.5,0.5,True,True,,8.621884822845459,,
gemini-3-pro-preview,google,Q-073,P-009,abc,1,12,12,True,True,,7.239748001098633,,
gemini-3-pro-preview,google,Q-074,P-009,abc,1,6,6,True,True,,12.64839506149292,,
gemini-3-pro-preview,google,Q-075,P-009,abc,1,F5,F5,True,True,,29.330847024917603,,
gemini-3-pro-preview,google,Q-076,P-009,abc,1,A3,A3,True,True,,55.314022064208984,,
gemini-3-pro-preview,google,Q-077,P-009,abc,1,1,1,True,True,,11.567112922668457,,
gemini-3-pro-preview,google,Q-078,P-009,abc,1,5,5,True,True,,9.244755029678345,,
gemini-3-pro-preview,google,Q-079,P-009,abc,1,5,5,True,True,,45.76425504684448,,
gemini-3-pro-preview,google,Q-080,P-009,abc,1,0,0,True,True,,7.645255088806152,,
gemini-3-pro-preview,google,Q-081,P-009,abc,1,0.33,0.33,True,True,,19.472383975982666,,
gemini-3-pro-preview,google,Q-082,P-010,abc,1,8,8,True,True,,13.334521055221558,,
gemini-3-pro-preview,google,Q-083,P-010,abc,1,8,8,True,True,,23.946838855743408,,
gemini-3-pro-preview,google,Q-084,P-010,abc,1,Bb4,Bb4,True,True,,24.837812900543213,,
gemini-3-pro-preview,google,Q-085,P-010,abc,1,Cb4,Cb4,True,True,,50.674222230911255,,
gemini-3-pro-preview,google,Q-086,P-010,abc,1,1,1,True,True,,26.980592966079712,,
gemini-3-pro-preview,google,Q-087,P-010,abc,1,4,4,True,True,,51.8362500667572,,
gemini-3-pro-preview,google,Q-088,P-010,abc,1,2,2,True,True,,57.61237812042236,,
gemini-3-pro-preview,google,Q-089,P-010,abc,1,0,0,True,True,,5.913383960723877,,
gemini-3-pro-preview,google,Q-090,P-010,abc,1,1,1,True,True,,31.358561754226685,,
gemini-3-pro-preview,google,Q-091,P-011,abc,1,2,2,True,True,,7.18563985824585,,
gemini-3-pro-preview,google,Q-092,P-011,abc,1,6,6,True,True,,8.216092109680176,,
gemini-3-pro-preview,google,Q-093,P-011,abc,1,F5,F5,True,True,,9.02997088432312,,
gemini-3-pro-preview,google,Q-094,P-011,abc,1,F3,F2,False,True,,8.2116539478302,,
gemini-3-pro-preview,google,Q-095,P-011,abc,1,1,1,True,True,,8.493720054626465,,
gemini-3-pro-preview,google,Q-096,P-011,abc,1,2,2,True,True,,8.204262018203735,,
gemini-3-pro-preview,google,Q-097,P-011,abc,1,1,1,True,True,,24.30724596977234,,
gemini-3-pro-preview,google,Q-098,P-011,abc,1,3,3,True,True,,6.1755688190460205,,
gemini-3-pro-preview,google,Q-099,P-011,abc,1,1,1,True,True,,8.420639991760254,,
gemini-3-pro-preview,google,Q-100,P-012,abc,1,8,8,True,True,,6.7357001304626465,,
gemini-3-pro-preview,google,Q-101,P-012,abc,1,4,4,True,True,,6.412466049194336,,
gemini-3-pro-preview,google,Q-102,P-012,abc,1,C5,"response:
GenerateContentResponse(
    done=True,
    iterator=None,
    result=protos.GenerateContentResponse({
      ""candidates"": [
        {
          ""content"": {},
          ""finish_reason"": ""MAX_TOKENS"",
          ""index"": 0
        }
      ],
      ""usage_metadata"": {
        ""prompt_token_count"": 698,
        ""total_token_count"": 17081
      },
      ""model_version"": ""gemini-3-pro-preview""
    }),
)",False,True,,166.32001614570618,,
gemini-3-pro-preview,google,Q-103,P-012,abc,1,B3,B3,True,True,,9.800631046295166,,
gemini-3-pro-preview,google,Q-104,P-012,abc,1,0.5,0.5,True,True,,12.72118616104126,,
gemini-3-pro-preview,google,Q-105,P-012,abc,1,5,5,True,True,,14.003810167312622,,
gemini-3-pro-preview,google,Q-106,P-012,abc,1,5,5,True,True,,39.85294318199158,,
gemini-3-pro-preview,google,Q-107,P-012,abc,1,0,0,True,True,,6.531260013580322,,
gemini-3-pro-preview,google,Q-108,P-012,abc,1,0.25,0.25,True,True,,8.631561994552612,,
gemini-3-pro-preview,google,Q-109,P-013,abc,1,8,8,True,True,,14.51413106918335,,
gemini-3-pro-preview,google,Q-110,P-013,abc,1,12,12,True,True,,6.364606857299805,,
gemini-3-pro-preview,google,Q-111,P-013,abc,1,B4,B4,True,True,,27.673887968063354,,
gemini-3-pro-preview,google,Q-112,P-013,abc,1,G3,G3,True,True,,66.30233597755432,,
gemini-3-pro-preview,google,Q-113,P-013,abc,1,2,2,True,True,,9.531096935272217,,
gemini-3-pro-preview,google,Q-114,P-013,abc,1,6,6,True,True,,36.66675686836243,,
gemini-3-pro-preview,google,Q-115,P-013,abc,1,2,2,True,True,,77.84346294403076,,
gemini-3-pro-preview,google,Q-116,P-013,abc,1,0,0,True,True,,5.151656150817871,,
gemini-3-pro-preview,google,Q-117,P-013,abc,1,1,1,True,True,,24.894624710083008,,
gemini-3-pro-preview,google,Q-118,P-014,abc,1,22,22,True,True,,10.653420209884644,,
gemini-3-pro-preview,google,Q-119,P-014,abc,1,7,7,True,True,,7.925536155700684,,
gemini-3-pro-preview,google,Q-120,P-014,abc,1,C5,C5,True,True,,6.928009986877441,,
gemini-3-pro-preview,google,Q-121,P-014,abc,1,G2,G2,True,True,,99.6095039844513,,
gemini-3-pro-preview,google,Q-122,P-014,abc,1,1,1,True,True,,15.995177984237671,,
gemini-3-pro-preview,google,Q-123,P-014,abc,1,6,6,True,True,,9.237632989883423,,
gemini-3-pro-preview,google,Q-124,P-014,abc,1,5,5,True,True,,53.51700186729431,,
gemini-3-pro-preview,google,Q-125,P-014,abc,1,0,0,True,True,,4.892007827758789,,
gemini-3-pro-preview,google,Q-126,P-014,abc,1,0.25,0.25,True,True,,60.02998089790344,,
gemini-3-pro-preview,google,Q-127,P-015,abc,1,6,6,True,True,,7.995775938034058,,
gemini-3-pro-preview,google,Q-128,P-015,abc,1,6,6,True,True,,10.925926208496094,,
gemini-3-pro-preview,google,Q-129,P-015,abc,1,E5,E4,False,True,,21.690769910812378,,
gemini-3-pro-preview,google,Q-130,P-015,abc,1,E3,E2,False,True,,30.12340784072876,,
gemini-3-pro-preview,google,Q-131,P-015,abc,1,0.5,0.5,True,True,,9.21767282485962,,
gemini-3-pro-preview,google,Q-132,P-015,abc,1,2,2,True,True,,6.6720898151397705,,
gemini-3-pro-preview,google,Q-133,P-015,abc,1,9,9,True,True,,27.685636043548584,,
gemini-3-pro-preview,google,Q-134,P-015,abc,1,0,0,True,True,,5.041701078414917,,
gemini-3-pro-preview,google,Q-135,P-015,abc,1,0.5,0.5,True,True,,6.8421311378479,,
gemini-3-pro-preview,google,Q-136,P-016,abc,1,2,2,True,True,,6.468597173690796,,
gemini-3-pro-preview,google,Q-137,P-016,abc,1,14,14,True,True,,9.99015498161316,,
gemini-3-pro-preview,google,Q-138,P-016,abc,1,B5,B4,False,True,,54.325663805007935,,
gemini-3-pro-preview,google,Q-139,P-016,abc,1,G2,G1,False,True,,15.029895782470703,,
gemini-3-pro-preview,google,Q-140,P-016,abc,1,1,1,True,True,,13.543633937835693,,
gemini-3-pro-preview,google,Q-141,P-016,abc,1,1,1,True,True,,5.785576820373535,,
gemini-3-pro-preview,google,Q-142,P-016,abc,1,3,3,True,True,,46.69481897354126,,
gemini-3-pro-preview,google,Q-143,P-016,abc,1,3,3,True,True,,5.754233121871948,,
gemini-3-pro-preview,google,Q-144,P-016,abc,1,1,1,True,True,,6.921874761581421,,
gemini-3-pro-preview,google,Q-145,P-017,abc,1,8,8,True,True,,8.221886157989502,,
gemini-3-pro-preview,google,Q-146,P-017,abc,1,15,15,True,True,,9.182874917984009,,
gemini-3-pro-preview,google,Q-147,P-017,abc,1,A4,A3,False,True,,81.30573415756226,,
gemini-3-pro-preview,google,Q-148,P-017,abc,1,B2,B1,False,True,,27.58160400390625,,
gemini-3-pro-preview,google,Q-149,P-017,abc,1,1,1,True,True,,17.84971022605896,,
gemini-3-pro-preview,google,Q-150,P-017,abc,1,3,3,True,True,,7.964723825454712,,
gemini-3-pro-preview,google,Q-151,P-017,abc,1,5,5,True,True,,81.5766351222992,,
gemini-3-pro-preview,google,Q-152,P-017,abc,1,1,1,True,True,,5.43984317779541,,
gemini-3-pro-preview,google,Q-153,P-017,abc,1,1,1,True,True,,7.50127100944519,,
gemini-3-pro-preview,google,Q-154,P-018,abc,1,2,2,True,True,,6.539880037307739,,
gemini-3-pro-preview,google,Q-155,P-018,abc,1,7,7,True,True,,9.689235925674438,,
gemini-3-pro-preview,google,Q-156,P-018,abc,1,A5,A4,False,True,,24.582931995391846,,
gemini-3-pro-preview,google,Q-157,P-018,abc,1,D#2,D#1,False,True,,8.28137493133545,,
gemini-3-pro-preview,google,Q-158,P-018,abc,1,1,1,True,True,,10.045593976974487,,
gemini-3-pro-preview,google,Q-159,P-018,abc,1,1,1,True,True,,6.110891103744507,,
gemini-3-pro-preview,google,Q-160,P-018,abc,1,9,9,True,True,,48.33132791519165,,
gemini-3-pro-preview,google,Q-161,P-018,abc,1,3,3,True,True,,5.698735952377319,,
gemini-3-pro-preview,google,Q-162,P-018,abc,1,1,1,True,True,,6.23938775062561,,
gemini-3-pro-preview,google,Q-163,P-019,abc,1,10,10,True,True,,7.125455856323242,,
gemini-3-pro-preview,google,Q-164,P-019,abc,1,6,6,True,True,,8.069469213485718,,
gemini-3-pro-preview,google,Q-165,P-019,abc,1,C5,C5,True,True,,54.08930516242981,,
gemini-3-pro-preview,google,Q-166,P-019,abc,1,D4,D4,True,True,,71.29243278503418,,
gemini-3-pro-preview,google,Q-167,P-019,abc,1,1,1,True,True,,11.905862808227539,,
gemini-3-pro-preview,google,Q-168,P-019,abc,1,2,2,True,True,,6.773019075393677,,
gemini-3-pro-preview,google,Q-169,P-019,abc,1,11,11,True,True,,97.74776792526245,,
